[Normal Axes]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
rings_signet_of_harbringer|Signet of Harbringer|Harbringerin kohtaus|Sinete do Prenúncio|Сцена Предвестника|先驅徽記|ハーブリンガーの印章|전조자의 인장 (Signet of Harbringer)|Siegel des Herolds|Scène de Harbringer|Sello del Heraldo|Signet Herolda
rings_hellfire_halo|Hellfire Halo|Hellfire Halo|Auréola do Fogo Infernal|Ореол Адского Пламени|地獄火光環|ヘルファイア・ハロー|지옥불 후광 (Hellfire Halo)|Höllenfeuer-Heiligenschein|Halo des flammes infernales|Aureola de Fuego Infernal|Halo Piekielnego Ognia
rings_signet_of_corruption|Signet of Corruption|Korruption merkki|Sinete da Corrupção|Признак коррупции|腐化徽記|腐敗の印章|부패의 인장 (Signet of Corruption)|Siegel der Verderbnis|Signe de corruption|Sello de la Corrupción|Signet Zepsucia
rings_arcanis|Arcanis|Arcanis|Arcanis|Арканис|阿卡尼斯|アルカニス|아르카니스 (Arcanis)|Arcanis|Arcanis|Arcanis|Arcanis
rings_azazels_despair|Azazel's Despair|Azazelin epätoivo|Desespero de Azazel|Отчаяние Азазеля|阿札澤爾的絕望|アザゼルの絶望|아자젤의 절망 (Azazel's Despair)|Azazels Verzweiflung|Le désespoir d'Azazel|Desesperación de Azazel|Rozpacz Azazela
rings_emblem_of_the_daemon|Emblem of the Daemon|Daemonin tunnus|Emblema de Daemon|Эмблема Демона|惡魔徽章|紋章デーモン|데몬의 문장 (Emblem of the Daemon)|Emblem des Dämons|Emblème du Démon|Emblema del Demonio|Emblemat Daemona
rings_stormloop|Stormloop|Myrskysilmukka|Laço da Tempestade|Штормовая петля|風暴指環|ストームループ|스톰루프 (Stormloop)|Stormloop|Boucle de tempête|Bucle de Tormenta|Pętla Burzy
rings_hero_siege_enjoyer|Hero Siege Enjoyer|Hero Siege Enjoyer|Desfrutador de Cerco de Heróis|Любитель осады героев|Hero Siege 享受者|ヒーロー包囲エンジョイアー|히어로 시즈 애호가 (Hero Siege Enjoyer)|Belagerungsheld|Héros Siege Enjoyer|Disfrutador de Hero Siege|Miłośnik Hero Siege
rings_pit_fighters_carnage|Pit Fighter's Carnage|Pit Fighter's Carnage|Carnificina do Lutador de Arena|Pit Fighter's Carnage|屠殺衝撞區|ピットファイターの大虐殺|피트 파이터의 학살 (Pit Fighter's Carnage)|Gemetzel des Grubenkämpfers|Le carnage de Pit Fighter|Masacre del Luchador de Foso|Rzeź Pit Fightera
rings_metal_vocalists_fame|Metal Vocalist's Fame|Metalvokalistin maine|Fama do Vocalista de Metal|Слава металлического вокалиста|金屬歌手名聲|メタルボーカリストの名声|메탈 보컬리스트의 명성 (Metal Vocalist's Fame)|Ruhm des Metal-Sängers|La renommée du chanteur de métal|Fama del Vocalista de Metal|Sława Metalowego Wokalisty
rings_scourge_loop|Scourge Loop|Scourge Loop|Ciclo do Flagelo|Петля бича|懲罰之環|スカージループ|스커지 루프 (Scourge Loop)|Geißelschleife|Boucle du Fléau|Bucle del Azote|Pętla Plagi
rings_dragons_blessing|Dragon's Blessing|Lohikäärmeen siunaus |Bênção do Dragão |Благословение дракона |龍之祝福 |竜の祝福 |드래곤의 축복 (Dragon's Blessing)|Drachensegen|Bénédiction du dragon |Bendición de Dragón|Błogosławieństwo Smoka
rings_cursed_artifact|Cursed Artifact|Kirottu artefakti|Artefato Amaldiçoado|Проклятый артефакт|詛咒神器|カースドアーティファクト|저주받은 유물 (Cursed Artifact)|Verfluchtes Artefakt|Artefact maudit|Artefacto Maldito|Przeklęty Artefakt
rings_signet_of_shadows|Signet of Shadows|Varjojen sinetti|Sinete das Sombras|Печать Теней|暗影印記|サインネット・オブ・シャドウズ|그림자의 인장 (Signet of Shadows)|Siegel der Schatten|Sceau des ombres|Sello de las Sombras|Signet Cieni
rings_the_downfall_of_felps|The Downfall of Felps|Felpsien tuho|A Queda de Felps|Падение Фелпса|殞落的費爾普斯|フェルプスの没落|펠프스의 몰락 (The Downfall of Felps)|Der Untergang von Felps|La chute des Felps|La Caída de Felps|Upadek Felpsa
rings_orbital_loop|Orbital Loop|Kiertoratasilmukka|Laço Orbital|Орбитальная петля|軌道環|オービタルループ|궤도 루프 (Orbital Loop)|Orbitalschleife|Boucle orbitale|Bucle Orbital|Pętla Orbitalna
rings_hellspawns_curse|Hellspawn's Curse|Hellspawnin kirous|Maldição do Infernal|Проклятие порождения ада|地獄造物的詛咒|ヘルスポーンの呪い|헬스폰의 저주 (Hellspawn's Curse)|Fluch der Höllenbrut|Malédiction des engeances infernales|Maldición del Engendro Infernal|Klątwa Piekielnego Pomiotu
rings_gargantuan_soul|Gargantuan's Soul|Gargantuanin sielu|Alma do Gargantuano|Душа исполинского существа|巨人靈魂|ガルガンチュアンの魂|가르강튀아의 영혼 (Gargantuan's Soul)|Gargantuas Seele|Âme de Gargantuesque|Alma Gargantuesa|Dusza Gargantuana
rings_void_bomba|Void Bomba|Tyhjiöpommi |Bomba do Vazio |Бомба пустоты |虛空炸彈 |ボイドボム |공허 폭탄 (Void Bomba)|Leerenbomba|Bombe du Néant |Bomba del Vacío |Pusta Bomba
rings_absolute_zero|Absolute Zero||Zero Absoluto|Абсолютный Ноль|絕對零度|絶対零度|절대 영도 (Absolute Zero)|Absoluter Nullpunkt|Zéro absolu|Cero absoluto|Absolutne Zero
rings_prophets_pinecone|Prophet's Pinecone||Pinha do Profeta|Шишка Пророка|先知的松果|預言者の松ぼっくり|예언자의 솔방울 (Prophet's Pinecone)|Prophetenzapfen|Pomme de pin du prophète|Piña del profeta|Szyszka Proroka
rings_skinwalkers_sigil|Skinwalker's Sigil||Sigilo do Skinwalker |Сигил Скинволкера |變形者印記 |スキンウォーカーの印章 |스킨워커의 문장 (Skinwalker's Sigil)|Siegel des Skinwalkers|Sceau du métamorphe |Sello del cambiaformas |Sigil Skinwalkera
rings_skeleton_crews_band|Skeleton Crew´s Band||Banda Skeleton Crew|Группа Skeleton Crew|骷髏船員的指環|スケルトン・クルーズ・バンド|스켈레톤 선원의 반지|Skeleton Crews Band|Skeleton Crew's Band|Anillo de la Tripulación Esquelética|Zespół Skeleton Crew
rings_parasite_loop|Parasite Loop||Parasite Loop |Цикл паразитов|寄生之環|パラサイト・ループ |기생충의 고리|Parasite Loop |Parasite Loop |Anillo Parasitario|Parasite Loop
|||||||||||
lore_rings_mana_benders_will|Those who master their resources are those who will ultimately triumph.|Ne, jotka hallitsevat resurssinsa, ovat ne, jotka lopulta voittavat.|Aqueles que dominam seus recursos são os que acabarão triunfando.|Те, кто овладевает своими ресурсами, - это те, кто в конечном счете одержит победу.|那些掌握了資源的人，才是最終的勝利者|自らの資源を制する者こそが、最終的に勝利する者となる。|자원을 지배하는 자야말로 결국 승리하는 자다.|Wer seine Ressourcen beherrscht, wird letztendlich triumphieren.|Ceux qui maîtrisent leurs capacités sont ceux qui finissent par triompher.|Aquellos que dominan sus recursos son los que finalmente triunfarán.|Ci, którzy opanują swoje zasoby, ostatecznie zatriumfują.
lore_rings_quickening_zephyr|May the winds of the desert blow like a breeze from the wing of a dragon, guiding your path.|Aavikon tuulet puhalkoot kuin tuuli lohikäärmeen siivestä ohjaten polkusi.|Que os ventos do deserto soprem como a brisa da asa de um dragão, guiando seu caminho.|Пусть ветры пустыни дуют, как бриз от крыла дракона, направляя ваш путь.|願沙漠之風如龍翼吹來的微風，指引你的道路。|砂漠の風が竜の翼から吹き抜けるそよ風のように、汝の道を導きますように。|사막의 바람이 용의 날개에서 부는 산들바람처럼 불어, 너의 길을 인도하길.|Mögen die Winde der Wüste wie eine Brise vom Flügel eines Drachen wehen und dir den Weg weisen.|Que les vents du désert soufflent comme le soulèvement provoqué par le battement des ailes d'un dragon, et guident votre chemin.|Que los vientos del desierto soplen como una brisa del ala de un dragón, guiando tu camino.|Niech wiatry pustyni wieją jak bryza z skrzydła smoka, prowadząc twoją ścieżkę.
lore_rings_devlins_eternal_grace|Saint Aaron unleashes his heavenly wrath from his fingertips, smiting down all evil and sinners.|Pyhä Aaron vapauttaa taivaallisen vihansa sormenpästään ja lyö alas kaikki pahat ja syntiset.|St. Aaron libera sua ira celestial com a ponta dos dedos, golpeando todo o mal e os pecadores.|Святой Аарон выпускает свой небесный гнев из кончиков пальцев, поражая все зло и грешников.|聖亞倫從指尖釋放天怒，消滅一切邪惡和罪人。|聖アーロンは指先から天の怒りを解き放ち、あらゆる悪と罪人を討ち滅ぼす。|세인트 아론은 손끝에서 천상의 분노를 터뜨려, 모든 악과 죄인을 내리친다.|Der heilige Aaron entfesselt seinen himmlischen Zorn aus seinen Fingerspitzen und vernichtet alles Böse und alle Sünder.|St. Aaron déchaîne sa rage céleste du bout des doigts, terrassant mal et pécheurs.|San Aarón desata su ira celestial desde la punta de sus dedos, abatiendo a todo mal y a los pecadores.|Św. Aaron uwalnia swój niebiański gniew z opuszków palców, miażdżąc całe zło i grzeszników.
lore_rings_fury_of_tarethiel|Damiens siege left a deep scar on the soul of Tarethiel, resulting in a energy that was infused into this ring.|Damienin piiritys jätti syvän arven Tarethielin sieluun, mikä johti energiaan, joka infusoitui tähän renkaaseen.|O cerco de Damien deixou uma cicatriz profundo na alma de Tarethiel, resultando em uma energia que foi infundida nesse anel.|Осада Дамьена оставила глубокий шрам в душе Таретиэля, в результате чего в это кольцо была влита энергия.|達米安的圍攻在塔雷希爾的靈魂上留下了深深的傷痕，導致能量被注入到這枚戒指中。|ダミアンの包囲はタレシエルの魂に深い傷跡を残し、そのエネルギーがこの指輪に注ぎ込まれた。|데미언의 포위전은 타레시엘의 영혼에 깊은 상처를 남겼고, 그 에너지가 이 반지에 깃들었다.|Damiens Belagerung hinterließ eine tiefe Narbe in Tarethiels Seele, die eine Energie freisetzte, die diesem Ring zugefügt wurde.|Le siège de Damien a laissé une profonde cicatrice dans l'âme de Tarethiel, ce qui a donné naissance à une énergie qui a été insufflée dans cet anneau.|El asedio de Damien dejó una profunda cicatriz en el alma de Tarethiel, resultando en una energía que fue infundida en este anillo.|Oblężenie Damiena zostawiło głęboką bliznę na duszy Tarethiela, co spowodowało energię nasączoną w ten pierścień.
lore_rings_stone_of_jordan|You start to feel the cold, and now you believe the tales you've been told.|Alat tuntea kylmää, ja nyt uskot tarinoihin, joita sinulle on kerrottu.|Você começa a sentir o frio, e agora acredita nas histórias que lhe contaram.|Вы начинаете чувствовать холод, и теперь вы верите в сказки, которые вам рассказывали.|你開始感到寒冷，現在你相信了那些傳說。|あなたは寒さを感じ始め、今や語り継がれてきた物語を信じるようになる。|서서히 추위가 느껴지기 시작하며, 이제야 전해 들었던 이야기들이 사실임을 믿게 된다.|Du beginnst die Kälte zu spüren und glaubst nun den Geschichten, die man dir erzählt hat.|Vous commencez à ressentir le froid, et maintenant vous croyez les histoires qu'on vous a racontées.|Empiezas a sentir el frío, y ahora crees en los cuentos que te han contado.|Zaczynasz czuć zimno i teraz wierzysz w opowieści, które ci opowiadano.
lore_rings_sung_lees_unleashed_rage|As red as the blood of the victims who incurred Sung Lee's wrath, this ring's power is untamed, a raw manifestation of rage.|Yhtä punainen kuin Sung Leen vihan aiheuttaneiden uhrien veri, tämän sormuksen voima on kesytön, raaka raivon ilmentymä.|Tão vermelho quanto o sangue das vítimas que sofreram a ira de Sung Lee, o poder desse anel é indomável, uma manifestação crua de raiva.|Столь же красное, как кровь жертв, навлекших на себя гнев Сун Ли, это кольцо обладает неукротимой силой, грубым проявлением ярости.|如同招致李宋憤怒的受害者的血一樣·這枚戒指的力量是狂野的，是憤怒的原始表現。  |ソン・リーの怒りを買った犠牲者の血のように赤いこの指輪の力は、制御不能であり、怒りの生々しい顕現である。|성 리의 분노를 산 자들의 피처럼 붉은 이 반지는 길들여지지 않은 힘, 날것 그대로의 분노가 응축되어 있다.|So rot wie das Blut der Opfer, die Sung Lees Zorn auf sich zogen, ist die Macht dieses Rings ungezähmt, eine rohe Manifestation der Wut.|Aussi rouge que le sang des victimes qui ont subi la colère de Sung Lee, le pouvoir de cet anneau est indompté, une manifestation brute de la rage.|Tan rojo como la sangre de las víctimas que incurrieron en la ira de Sung Lee, el poder de este anillo es indomable, una manifestación cruda de rabia.|Czerwony jak krew ofiar, które ściągnęły na siebie gniew Sung Lee, moc tego pierścienia jest nieokiełznana, surowym przejawem furii.
lore_rings_giants_band_of_strength|There once was a time when giants walked the earth, possessing immense strength to reign as the apex predators in the primal ages.|Oli kerran aika, jolloin jättiläiset kävelivät maan päällä, ja heillä oli valtava voima hallita huipun petoeläimiä alkuaikojen aikana. |Houve um tempo em que os gigantes caminhavam pela Terra, possuindo uma força imensa para reinar como os maiores predadores nas eras primitivas.|Когда-то было время, когда по земле ходили гиганты, обладавшие огромной силой, чтобы править как высшие хищники в первобытные эпохи.|曾經有一段時間，巨人行走在地球上，擁有巨大的力量，統治著原始時代的頂級掠食者。  |かつて巨人が地上を闊歩し、原始時代に頂点捕食者として君臨するほどの強大な力を持っていた時代があった。|한때 거인들이 이 땅을 거닐며, 태고의 시대에 절대 포식자로 군림했던 시절이 있었다.|Es gab einmal eine Zeit, da wandelten Riesen auf der Erde, die über die immense Kraft verfügten, um als Spitzenprädatoren in den Urzeiten zu herrschen.|Il fut un temps où les géants marchaient sur la terre, dotés d'une force immense qui leur permettait de régner en tant que prédateurs suprêmes dans les âges primitifs.|Hubo un tiempo en que los gigantes caminaban sobre la tierra, poseyendo una fuerza inmensa para reinar como los depredadores alfa en las eras primigenias.|Był kiedyś czas, gdy giganci chodzili po ziemi, posiadając ogromną siłę, by panować jako apex drapieżniki w prymitywnych wiekach.
