[enemies]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
e_magmaSlime_3|Molten Ooze||Gosma em Fusão |Расплавленная слизь|熔融軟泥|溶岩のウーズ |용융 수액|Geschmolzener Schlamm |Vase en fusion |Exudado Fundido|Roztopiona Maź
|||||||||||
[Special Monsters & Boss Ads]|||||||||||
e_commander_albert_3|Commander Albert|Komentaja Albert|Comandante Albert|Коммандер Альберт|阿爾伯特指揮官|アルバート司令官|커맨더 알버트|Kommandant Albert|Commandant Albert|Comandante Albert|Dowódca Albert
e_forgemaster_3|Forge Master|Sepänmestari|Mestre da Forja|Мастер Кузницы|鍛造大師|鍛冶の達人|포지 마스터|Schmiedemeister|Maître de la Forge|Maestro de Forja|Mistrz Kuźni
e_archWizardAntero_3|Arch Wizard Antero|Arkkivelho Antero|Arquimago Antero|Верховный Волшебник Антеро|大巫師安特羅|大魔導士アンテロ|아크 위저드 안테로|Erzmagier Antero|Archimagicien Antero|Archimago Antero|Arcymag Antero
e_forsakenHarvester_3|Forsaken Harvester|Hylätty sadonkorjuu|Colhedor Caído|Заброшенный комбайн |遺忘收割者|見捨てられた収穫者|버림받은 수확자|Verlassener Ernter|Moissonneur Réprouvé|Cosechador Abandonado|Odrzucony Żniwiarz
e_colossalPumpkin_3|Colossal Pumpkin|Jättimäinen kurpitsa|Abóbora Colossal|Колоссальная тыква|巨型南瓜|巨大なカボチャ|콜로셜 펌프킨|Kolossaler Kürbis|Citrouille Colossale|Calabaza Colosal|Kolosalna Dynia
e_undeadMiner_3|Undead Miner|Epäkuollut kaivosmies|Mineiro Morto-vivo|Нежить-шахтер|亡靈礦工|アンデッド鉱夫|언데드 광부|Untoter Bergmann|Mineur Mort-Vivant|Minero No-muerto|Nieumarły Górnik
e_nugget_3|Nugget|Nugget|Nugget|Самород|金塊|ナゲット|너겟|Nugget|Pépite|Nugget|Samorodek
e_amShaegar_3|Amshaegar|Amshaegar|Amshaegar|Амшаегар|安姆沙加爾|アムシャエガル|암샤에가르|Amshaegar|Amshaegar|Amshaegar|Amshaegar
e_damienChain_3|Soul Chain|Sieluketju|Corrente da Alma|Цепь душ|靈魂之鏈|魂の鎖|영혼의 체인|Seelenkette|Chaîne d'Âmes|Cadena del Alma|Łańcuch Dusz
e_yoshiMiyamoto_3|Yoshi Miyamoto|Yoshi Miyamoto|Yoshi Miyamoto|Ёси Миямото |宮本芳|ヨシ・ミヤモト|요시 미야모토|Yoshi Miyamoto|Yoshi Miyamoto|Yoshi Miyamoto|Yoshi Miyamoto
e_scorchwood_3|Scorchwood|Scorchwood|Madeira Chamuscada|Выжженное Дерево|焦木|スコーチウッド|스코치우드|Scorchwood|Bois Brûlé|Madera Chamuscada|Scorchwood
e_fragrat_3|Fragrat|Fragrat|Fragrat|Ароматизатор|弗拉格拉特|フラグラット|프래그랫|Fragrat|Fragrat|Fragrat|Fragrat
e_evil_pumpkin_3|Malformed Pumpkin|Epämuodostunut kurpitsa|Abóbora Malformada|Уродливая Тыква|畸形南瓜|歪んだカボチャ|기형적인 호박|Missgestalteter Kürbis|Citrouille Malformée|Calabaza Malformada|Zniekształcona Dynia
e_collector_of_bones_3|Collector of Bones|Luidenkerääjä|Colecionador de Ossos|Собиратель костей|骨骸收藏家|骨の収集者|콜렉터 본|Knochensammler|Collecteur d'Os|Coleccionista de Huesos|Kolekcjoner Kości
e_crusher_3|Crusher|Murskaaja|Esmagador|Дробилка|碾碎者|クラッシャー|크러셔|Zermalmer|Broyeur|Triturador| miażdżący
e_trasher_3|Trasher|Roskailija|Debulhador|Трэшер|粉碎者|トラッシャー|트래셔|Schredder|Déchet|Desmenuzador|Trasher
e_kingTuna_3|King Tuna|Kuningas Tonnikala|Rei Atum|Королевский Тунец|鮪魚王|マグロ王|참치 왕|Königstunfisch|Thon Roi|Rey Atún|Król Tuńczyk
e_carnage_3|Carnage|Verilöyly|Carnificina|Кровавая бойня|屠殺者|カーネイジ|카니지|Gemetzel|Carnage|Carnicería|Rzeź
e_questSquishy_3|Squishy the Delicious|Herkullinen litteä|Squishy, o Delicioso|Сквиши Вкусный |美味軟糖|おいしいスクイッシー|맛있는 스퀴시|Squishy der Köstliche|Squishy le Délicieux|Squishy el Delicioso|Squishy the Delicious
e_questXor_3|Xor|Xor|Xor|Xor|索爾|ゾーア|조르|Xor|Xor|Xor|Xor
e_questNjal_3|Njal|Njal|Njal|Дождь |尼亞爾|ニアル|니얄|Njal|Njal|Njal|Njal
e_odinPillar_3|Corrupted Beacon|Turmeltunut majakka|Sinalizador Corrompido|Поврежденный Маяк|腐化信標|堕落のビーコン|타락한 봉화|Verderbtes Leuchtfeuer|Balise Corrompue|Faro Corrupto|Skażone Światło
e_mimic_3|Mimic|Mimikointi|Mímico|Имитировать|寶箱怪|擬態魔|의태 괴물|Imitator|Mimique|Mímico|Mimik
e_huginn_3|Huginn|Huginn|Huginn|Обнимаю|福金|フギン|후긴|Huginn|Huginn|Huginn|Huginn
e_muninn_3|Muninn|Muninn|Muninn|Мунинн|霧尼|ムニン|무닌|Muninn|Muninn|Muninn|Muninn
e_shadow_lantern_3|Shadow Lantern|Varjolyhty|Lanterna das Sombras|Теневой Фонарь|暗影燈籠|影のランタン|그림자 등불|Schattenlaterne|Lanterne d'Ombre|Linterna de las Sombras|Latarnia Cieni
e_satan_left_hand_3|Satan’s Left Hand|Saatanan vasen käsi|Mão Esquerda de Satã|Левая Рука Сатаны|撒旦的左手|サタンの左手|사탄의 왼손|Satans linke Hand|Main Gauche de Satan|Mano Izquierda de Satán|Lewa Ręka Satana
e_satan_right_hand_3|Satan’s Right Hand|Saatanan oikea käsi|Mão Direita de Satã|Правая рука сатаны|撒旦的右手|サタンの右手|사탄의 오른손|Satans rechte Hand|Main Droite de Satan|Mano Derecha de Satán|Prawa Ręka Satana
e_meviusBall_3|Chain of Mevius|Meviuksen ketju|Correntes de Mevius|Цепь Мевиуса|梅維斯之鏈|メビウスの鎖|뫼비우스의 체인|Kette des Mevius|Chaîne de Mevius|Cadena de Mevius|Łańcuch Meviusa
e_wanderingSoul_3|Wandering Soul|Vaeltava sielu|Alma Errante|Блуждающая Душа|遊蕩靈魂|さまよう魂|방황하는 영혼|Wandernde Seele|Âme Errante|Alma Errante|Wędrująca Dusza
e_akoraWrapping_3|Demonic Wrapping|Demoninen kääriminen|Invólucro Demoníaco|Демоническая Оболочка|惡魔裹布|悪魔の包帯|데모닉 래핑|Dämonische Hülle|Enveloppement Démoniaque|Envoltorio Demoníaco|Demoniczne Opakowanie
e_agonyOfAkora_3|Agony of Akora|Akoran tuska|Agonia de Akora|Агония Акоры|阿科拉的痛苦|アコラの苦痛|아고니 오브 아코라|Agora-Qual|Agonie d'Akora|Agonía de Akora|Agonia Akory
e_blackStoneDefender_3|Blackstone Defender|Mustakivipuolustaja|Defensor de Pedra Negra|Защитник Блэкстоуна|黑石衛士|ブラックストーンの守り手|블랙스톤 디펜더|Verteidiger von Blackstone|Défenseur de Pierre Noire|Defensor de Piedra Negra|Obrońca Blackstone
e_sirUngar_3|Sir Ungar|Sir Ungar|Sr Ungar|Сэр Унгар|昂加爾爵士|サー・ウンガル|서 언가르|Sir Ungar|Sir Ungar|Sir Ungar|Sir Ungar
e_archBishopSimon_3|Arch Bishop Simon|Arkkipiispa Simon|Arcebispo Simon|Архиепископ Саймон|大主教西蒙|大司教サイモン|아크 비숍 사이먼|Erzbischof Simon|Archevêque Simon|Arzobispo Simon|Arcybiskup Simon
e_undeadRaider_3|Undead Raider|Manalan Ratsastaja|Saqueador Morto-Vivo |Нежить Рейдер |亡靈掠奪者|アンデッドレイダー |언데드 레이더 |Untoter Plünderer|Pilleur mort-vivant |TRITURA-HOMBRES|Nieumarły Rabuś
e_manCrusher_3|MANCRUSHER|MIEHENMURSKAAJA|ESMAGAHOMEM|MANCRUSHER|碎人者|マンクラッシャー|맨크러셔|MANCRUSHER|BROYEUR D'HOMMES|Coloso del Jardín|MANCRUSHER
e_gardenColossus_3|Garden Colossus|Puutarhakolossi|Colosso do Jardim|Сад Колосса|花園巨像|ガーデンコロッサス|가든 콜로서스|Gartenkoloss|Colosse du Jardin|Bruto de Helgrom|Kolosal Ogrodu
e_helgromBrute_3|Helgrom Brute|Helgromin raakala|Bruto de Helgrom|Хельгром Брут|赫爾格羅姆暴徒|ヘルグロムのブルート|헬그롬 브루트|Helgrom-Schläger|Brute Helgrom|Cacique de Helgrom|Brut Helgrom
e_helgromChieftain_3|Helgrom Chieftain|Helgromin päällikkö|Cacique de Helgrom|Хельгром Вождь|赫爾格羅姆酋長|ヘルグロムの族長|헬그롬 치프텐|Helgrom-Häuptling|Chef Helgrom|Pilar del Alma|Wódz Helgrom
e_soulPillar_3|Soul Pillar|Sielupilari |Pilar da Alma|Столп Души|靈魂柱|魂の柱|소울 필러|Seelensäule|Pilier d'Âmes|Sangre de Amun Ra|Filar Dusz
e_bloodOfRa_3|Amun Ra´s Blood|Amun Ran veri|Sangue de Amun Ra|Кровь Амуна Ра|阿蒙·拉之血|アムン・ラーの血|아문 라의 피 |Amun Ras Blut|Sang d'Amon Rê|Sombra de Sobek|Krew Amun Ra
e_shadeOfSobek_3|Shade of Sobek|Sobekin varjo|Sombra de Sobek|Тень Собека|索貝克之影|ソベクの影|소벡의 그림자|Schatten von Sobek|Ombre de Sobek|Sombra de Thoth|Cień Sobeka
e_shadeOfThoth_3|Shade of Thoth|Thothin varjo|Sombra de Thoth|Тень Тота|托特之影|トートの影|토트의 그림자|Schatten von Thoth|Ombre de Thot|Corazón de Amun Ra|Cień Thotha
e_anubisHeart_3|Heart of Amun Ra|Amun Ran sydän|Coração de Amun Ra|Сердце Амуна Ра|阿蒙·拉之心|アムン・ラーの心臓|아문 라의 심장|Herz von Amun Ra|Cœur d'Amon Rê|Crocolisco|Serce Amun Ra
e_crocolisk_3|Crocolisk|Krokoliski|Crocolisco|Крокодил|鱷蜥|クロコリスク|크로콜리스크|Krokiliske|Crocilisque|Sarcófago Corrupto|Krokodylisk
e_nestUberAnubis_3|Corrupted Sarkofagus|Turmeltunut Sarkofagus|Sarkofagus Corrompido |Оскверненный саркофаг |腐化石棺|堕落したサルコファガス|커럽티드 사르코파거스|Verderbt Sarkofagus|Corrompu Sarcophage |Sarcófago de Anubis|Skażony Sarkofag
e_nestAnubis_3|Anubis Sarkofagus|Anubis Sarkofagus|Sarcófago de Anúbis|Анубис Саркофагус|阿努比斯石棺|アヌビスのサルコファガス|아누비스 석관|Anubis' Sarkophag|Sarcophage d'Anubis|Mano Izquierda de Satán|Sarkofag Anubisa
e_satanLeftHand_3|Satan's Left Hand|Saatanan vasen käsi|Mão Esquerda de Satã|Левая рука сатаны|撒旦的左手|サタンの左手|사탄의 왼손|Satans Rechte Hand|Main gauche de Satan|Mano Derecha de Satán|Lewa Ręka Satana
e_satanRightHand_3|Satan's Right Hand|Saatanan oikea käsi|Mão Direita de Satã|Правая рука сатаны|撒旦的右手|サタンの右手|사탄의 오른손|Satans Linke Hand|Main droite de Satan|Cabeza de Damien|Prawa Ręka Satana
e_damienHead_3|Damien's Head|Damienin pää|Cabeça de Damien|Голова Дэмиена|達米安頭顱|デイミアンの頭|데미안의 머리|Damiens Kopf|Tête de Damien|Espejo de Damien|Głowa Damiena
e_damiensMask_3|Damien’s Mirror|Damienin peili|Espelho de Damien|Зеркало Дэмиена|達米安之鏡|ダミアンの鏡|데미안 거울|Damiens Spiegel|Miroir de Damien|Peste Negra|Lustro Damiena
e_blackPlague_3|Black Plague|Musta rutto|Peste Negra|Черная чума|黑死病|ブラックプレイグ|블랙 플래그|Schwarze Pest|Peste Noire|Tirador Ronin|Czarna Plaga
e_roninMarksman_3|Ronin Marksman|Ronin-tarkkailija|Atirador Ronin|Ронинский стрелок|浪人神射手|浪人マークスマン|로닌 마크스맨|Ronin-Schütze|Tireur d'élite Ronin|Karpspawn|Ronin Strzelec
e_karpSpawn_3|Karpspawn|Karppien isä|Karpspawn|Порождение Карпа|卡普幼崽|カープスポーン|카프스폰|Karpbrut|Engeance de Karp|Buscasangre|Pomiot Karpa
e_bloodSeeker_3|Bloodseeker|Verenetsijä|Caçador Sanguinário|Кровожадный командир|血魔|ブラッドシーカー|블러드시커|Blutsucher|Chercheur de Sang|Comandante Condenado|Poszukiwacz Krwi
e_damnedCommander_3|Damned Commander|Kirottu komentaja|Comandante Maldito|Сжимающее искажение|受詛指揮官|ダムドコマンダー|댐드 커맨더|Verdammter Kommandant|Commandant damné|Distorsión Opresiva|Potępiony Dowódca
e_clampingDistortion_3|Clamping Distortion|Kiristävä vääristymä|Distorção Travada|Жгучая агония|鉗制扭曲|クランピングディストーション|클램핑 디스토션|Klemmende Verzerrung|Distorsion de serrage|Agonía Hedionda|Zaciskające Się Zniekształcenie
e_reakingAgony_3|Reaking Agony|Reaking-tuska|Agonia Fedida|Великий дворецкий|痛苦重現|リーキングアゴニー|리킹 어고니|Schreiende Qual|Agonie fulgurante|El Gran Mayordomo|Cuchnąca Agonia
e_theGrandButler_3|The Grand Butler|Suuri hovimestari|O Grande Mordomo|Древний ронин|大總管|ザ・グランドバトラー|더 그랜드 버틀러|Der Großbutler|Le Grand Majordome|Ronin Ancestral|Wielki Kamerdyner
e_ancientRonin_3|Ancient Ronin|Muinainen ronin|Ronin Ancião|Падший еретик|遠古浪人|エンシェント浪人|에이션트 로닌|Uralter Ronin|Ancien Ronin|Hereje Caído|Pradawny Ronin
e_fallenHeretic_3|Fallen Heretic|Langennut harhaoppinen|Herege Caído|Чемпион-разбойник|墮落異端|堕落した異端者|타락한 이단자|Gefallener Ketzer|Hérétique déchu|Campeón Rebelde|Upadły Heretyk
e_rogueChampion_3|Rogue Champion|Rogue Champion|Campeão Rebelde|Хранитель|盜賊勇士|ローグチャンピオン|도적 용사|Schurkenchampion|Champion rebelle|Campeón Pícaro |Champion Łotrów
e_odinAncientSkeleton_3|Guardian of Helheim|Helheimin vartija |Guardião de Helheim |Хельхейма|赫爾海姆守衛|ヘルヘイムの守護者 |헬헤임의 수호자 |Wächter von Helheim|Gardien d'Helheim |Guardián de Helheim|Strażnik Helheim
e_mortalBride_3|Mortal Bride|Kuolevainen morsian|Noiva Mortal|Смертная невеста|凡人新娘|モータルブライド|죽음의 신부|Sterbliche Braut|Épouse mortelle|Novia Mortal|Śmiertelna Panna Młoda
e_sassyTheSasquach_3|Sassy the Sasquach|Sassy Sasquach|Sassy, ​​o Pé-grande|Сэсси Снежный человек|薩西·薩斯誇奇|サッシー・ザ・サスクワッチ|새시 더 새스콰치|Sassy der Sasquach|Sassy le Sasquach|Sassy the Sasquach|Sassy the Sasquach
e_wanderingCaptain_3|Wandering Captain|Vaeltava kapteeni|Capitão Errante|Странствующий капитан|流浪船長|ワンダリングキャプテン|방랑하는 선장|Wandernder Hauptmann|Capitaine errant|Capitán Errante|Wędrujący Kapitan
e_queenBee_3|Queen Bee|Kuningatarmehiläinen|Abelha Rainha|Королева пчёл|蜂后|クイーンビー|여왕 벌|Bienenkönigin|Reine des abeilles|Abeja Reina|Królowa Pszczół
e_scorchingLegion_3|Scorching Legion|Paahtavan polttavan legioonan|Legião Ardente|Опаляющий легион|灼熱軍團|スコーチングリージョン|불타는 군단|Sengende Legion|Légion brûlante|Legión Abrasadora|Piekąca Legion
e_moltenBreath_3|Molten Breath|Sulanut hengitys|Sopro Derretido|Расплавленное дыхание|熔岩吐息|モルテンブレス|용암 숨결|Geschmolzener Atem|Souffle de fusion|Aliento Fundido|Płonący Oddech
e_skinWalker_3|Skinwalker|Ihonkulkija|Andador da Pele|Перевёртыш|皮行者|スキンウォーカー|스킨워커|Hautwandler|Marche-peau|Caminapieles|Skinwalker
e_stormAnomaly_3|Storm Anomaly|Myrskyn poikkeama|Anomalia da Tempestade|Аномалия бури|風暴異象|ストームアノマリー|폭풍 이상체|Sturmanomalie|Anomalie de la tempête|Anomalía de Tormenta|Anomalia Burzy
e_commanderOfDamned_3|Commander of the Damned|Kirottujen komentaja|Comandante dos Amaldiçoados|Командир проклятых|受詛者指揮官|コマンダー・オブ・ザ・ダムド|저주받은 자의 사령관|Kommandant der Verdammten|Commandeur des damnés|Comandante de los Condenados|Dowódca Potępionych
e_hellSpawnGuardsman_3|Hellspawn Guardsman|Hellspawnin vartija|Guarda das Crias do Inferno|Гвардеец порождений ада|地獄之生衛兵|ヘルスポーンガーズマン|헬스폰 근위병|Höllenbrut-Wächter|Garde infernal|Guardián Infernal|Strażnik Piekielnego Pomiotu
e_servantOfDevil_3|Servant of the Devil|Paholaisen palvelija|Servo do Diabo|Слуга дьявола|魔鬼僕從|サーバント・オブ・ザ・デビル|악마의 하수인|Diener des Teufels|Serviteur du diable|Sirviente del Diablo|Sługa Diabła
e_grizzMaw_3|Grizzmaw|Grizzmaw|Presa-de-Grizz|Медвежья Пасть|灰顎怪|グリズモー|그리즈모|Grizzmaw|Grizzmaw|Grizzmaw|Grizzmaw
e_scaleTip_3|Scaletip|Suomukävelijä|Ponta-de-Escama|Чешуйчатый наконечник|鱗尖怪|スカーレットティップ|스칼레팁|Schuppenspitze|Scaletip|Scaletip|Scaletip
e_mossWalkTroll_3|Mosswalk Troll|Sammalkävelyn peikko|Troll Andarilho do Musgo|Тролль мохоходов|苔行巨魔|モスウォークトロール|이끼걸음 트롤|Mooswandertroll|Troll de la marche des mousses|Troll Caminamusgo|Troll Mosswalk
e_abomination_3|Gluttony|Ahmattius|Gula|Чревоугодие|暴食|グラトニー|탐욕|Völlerei|Gloutonnerie|Gula|Żarłoczność
e_colossalMummy_3|Pyramid Terror|Pyramiditerrori|Terror da Pirâmide|Ужас пирамиды|金字塔恐怖怪|ピラミッドテラー|피라미드 테러|Pyramidenschreck|Terreur pyramidale|Terror de Pirámide|Terror Piramidy
e_gargantumGuardsman_3|Gargantum Guardsman|Jättimäinen vartija |Guarda Gargantum |Гвардеец Гаргантума |巨獸衛兵|ガーガンタムガーズマン|거대 근위병|Gargantum-Wächter|Garde gargantuesque |Guardián Gargantum|Strażnik Gargantum
e_timeLostMercenary_3|Time-Lost Mercenary|Aikaan Hukkunut Palkkatappaja|Mercenário Perdido no Tempo |Затерянный во времени наемник |時空迷途傭兵|タイムロス傭兵 |시간을 잃은 용병 |Zeitverlorener Söldner|Mercenaire perdu dans le temps |Mercenario Perdido en el Tiempo |Najemnik Zagubiony w Czasie
e_earthShatter_3|Earth Shatter|Maan Murskaaja|Terremoto|Землетрясение|大地裂破|地割れ|대지 파괴|Erdbeben|Catastrophe sismique|Destrozo de la Tierra |Rozbicie Ziemi
e_essenceOfCorruption_3|Essence of Corruption||Essência da Corrupção|Суть коррупции|腐化精華|腐敗のエッセンス|부패의 정수|Essenz der Verderbnis|Essence de corruption|La esencia de la Corrupción |Esencja Zepsucia
