[quest]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
|||||||||||
[TUTORIAL]|||||||||||
quest_name_1|Skills and Stats||Habilidades e Atributos| Навыки и статистика|技能和屬性|スキルとステータス|스킬과 능력치||
quest_description_1041|Clear cogs out of mysterious vines in the Steam Train.||Limpe as vinhas misteriosas de engrenagens no Trem a Vapor.|Очистите шестеренки от таинственных лоз в паровозе.|清除在蒸氣火車≤6-4≥齒輪上的神秘藤蔓|スチームトレインの謎の蔓から歯車を取り除け。|증기 기관차에서 톱니바퀴에 엉켜 있는 수상한 덩굴을 제거하세요.||Dégagez des lianes mystérieuses sur les engrenages dans le train à vapeur.
quest_objective_1041_1|Cogs cleared|Rattaita puhdistettu|Engrenagens Limpas| Шестеренки очищены|清除齒輪|歯車除去済み|톱니바퀴 청소|Zahnräder geräumt|Rouages dégagés
quest_name_1042|Summon Satan|Kutsu Saatana|Convocar Satã| Вызов Сатаны|召喚撒旦|サタンを召喚せよ|사탄 소환|Beschwöre Satan|Invoquer Satan
quest_description_1042|Kill Satan in the Seventh Layer of Hell!||Mate Satã na Sétima Camada do Inferno| Убейте Сатану в седьмом слое ада!|在地獄第七層殺死撒旦|地獄の第七層でサタンを倒せ！|지옥의 7층에서 사탄을 처치하세요!||Tuer Satan au septième étage de l'enfer !
quest_objective_1042_1|Satan killed|Saatana surmattu|Satã morto| Сатана убил|殺死撒旦|サタン討伐済み|사탄 처치|Satan getötet|Satan tué
|||||||||||
[WRATH OF MEVIUS]|||||||||||
quest_name_1043|Technology is Great|Teknologia on siistiä|A Tecnologia é Ótima| Технологии — это здорово|技術很棒|技術は偉大だ|기술은 위대하다|Technologie ist großartig|La technologie, c'est génial
quest_description_1043|Suck black holes with Sucker-5000 within Deep Space.||Aspire buracos negros com o Aspirador-5000 dentro do Tempo Perdido.| Засасывайте черные дыры с помощью Sucker-5000 в дальнем космосе.|用任務給予的[Sucker-5000]遺物在深空≤7-1≥中吸入黑洞|ディープスペースでサッカー5000を使ってブラックホールを吸い込め。|깊은 공간에서 서커-5000으로 블랙홀을 빨아들이세요||Aspirez les trous noirs avec Aspi-5000 dans la Zone I de l'Acte VII.
quest_objective_1043_1|Black holes captured|Mustaa-aukkoa kaapattu|Buracos negros capturados| Черные дыры захвачены|捕獲黑洞|ブラックホール捕獲済み|블랙홀 포획|Schwarze Löcher gefangen|Trous noirs capturés
quest_name_1044|Lock & Load!|Lataa ja varmista!|Travar & Carregar!| Заблокируйте и загрузите!|鎖定並加載！|ロック＆ロード！|락 & 로드!|Sichern und Laden!|Verrouillé et chargé !
quest_description_1044|Use Sucker-5000-B to capture enemies in Event Horizon.||Use o Aspirador-5000 para capturar inimigos nos Jardins Astrais.| Используйте Присоска-5000-B для захвата врагов в Горизонте событий.|用任務給予的[Sucker-5000-B]遺物捕獲視界≤7-2≥中的敵人|イベントホライゾンでサッカー5000-Bを使って敵を捕獲せよ。|사건의 지평선에서 서커-5000B로 적들을 포획하세요.||Utilisez Aspi-5000-B pour capturer des ennemis dans l'Acte VII Zone II ou III.
quest_objective_1044_1|Enemies captured|Vihollista kaapattu|Inimigos capturados| Враги захвачены|捕獲敵人|敵捕獲済み|적 포획|Feinde gefangen genommen|Ennemis capturés
quest_name_1045|Purge your demons!||Expurgue seus Demônios| Изгоните своих демонов!|清除你身上的惡魔|己の悪魔を浄化せよ！|내면의 악마를 정화하라!||Dégagez la zone !
quest_description_1045|Slay enemies within the Parallel Dimension… ||Mate inimigos dentro da Dimensão Paralela…| Уничтожайте врагов в Параллельном Измерении…|殺死在平行維度≤7-4≥內的敵人…|パラレルディメンション内で敵を討伐せよ…|평행차원 안에서 적들을 처치하세요…||Tuez les ennemis dans les zones IV et V de l'acte VII.
quest_objective_1045_1|Casket Horror||Horror do caixão| Ужас в гробу|恐怖棺材|キャスケットホラー|캐스켓 호러||Squelette fantôme
quest_objective_1045_2|Nightmare Priest||Sacerdote do Pesadelo| Кошмарный Священник|惡夢牧師|ナイトメアプリースト|나이트메어 프리스트||Archer fantôme
quest_objective_1045_3|Gnarler||Deformado| Гнарлер|納爾勒|グナーラー|나를러||Chevalier en armure
quest_objective_1045_4|Headless butler||Mordomo sem cabeça| Безголовый дворецкий|無頭管家|首なし執事|헤드리스 버틀러||Majordome sans tête
quest_name_1046|Master of Destruction|Tuhon mestari|Mestre da Destruição| Мастер Разрушения|毀滅大師|破壊の支配者|파괴의 마스터|Meister der Zerstörung|Maître de la destruction
quest_description_1046|Kill Mevius in the Verge of Insanity||Mate Mevius na Beira da Insanidade.| Убить Мевиуса на грани безумия|殺死在瘋狂邊緣的梅維烏斯|ヴァージ・オブ・インサニティでメビウスを倒せ|광기의 경계에서 뫼비우스를 처치하세요||Tuez Mevius dans l'Acte VII.
quest_objective_1046_1|Mevius killed|Mevius surmattu|Mevius morto| Мевиус убит|擊殺梅維烏斯|メビウス討伐済み|뫼비우스 처치|Mevius getötet|Mevius tué
|||||||||||
[EBONTHARN]|||||||||||
quest_name_1047|Scavenger´s Tavern|||Таверна мародера|拾荒者酒館||스캐빈저의 여관|||Taberna del Carroñero|
quest_description_1047|Find Scavenger´s Tavern and speak to Mariel|||Найдите таверну «Мусорщик» и поговорите с Мариэль|找到拾荒者酒館並與Mariel對話。||스캐빈저의 여관을 찾아 마리엘과 대화하세요|||Encuentra la Taberna del Carroñero y habla con Mariel.|
quest_objective_1047_1|Speak to Mariel|||Поговори с Мариэль|與Mariel對話||마리엘과 대화 완료|||Habla con Mariel.|
quest_name_1048|Captain Pelagios|||Капитан Пелагиос|佩拉吉奧斯船長||캡틴 펠라기오스|||Capitán Pelagios|
quest_description_1048|Find Captain Pelagios in the Karros Aegeus.|||Найдите капитана Пелагиоса в Карросе Эгее.|在卡洛斯·愛琴海號上找到Captain Pelagios。||카로스 에게우스에서 캡틴 펠라기오스를 찾으세요.|||Encuentra al Capitán Pelagios en el Karros Aegeus.|
quest_objective_1048_1|Speak to Captain Pelagios|||Поговорите с капитаном Пелагиосом|與佩拉吉奧斯船長對話||캡틴 펠라기오스와 대화 완료|||Habla con el Capitán Pelagios.|
quest_name_1049|Secrets of the Jungle|||Тайны джунглей|叢林之謎||정글의 비밀|||Secretos de la Jungla|
quest_description_1049|Go into the Abyss Jungle and find the Aztec Pyramid|||Идите в джунгли Бездны и найдите пирамиду ацтеков|進入深淵叢林≤9-1≥，尋找阿茲特克金字塔。||심연의 정글로 들어가 아즈텍 피라미드를 찾으세요|||Adéntrate en la Jungla del Abismo y encuentra la Pirámide Azteca.|
quest_objective_1049_1|Kaelith found within the Aztec Pyramid|||Каэлит нашел внутри пирамиды ацтеков|在阿茲特克金字塔內找到Kaelith。||아즈텍 피라미드 내부에서 카엘리스 발견 완료|||Kaelith encontrado en la Pirámide Azteca|
quest_name_1050|The Trident|||Трезубец|三叉戟||삼지창|||El Tridente|
quest_description_1050|Venture into Shipwreck Cove and find Blacksmith Brooks|||Отправляйтесь в Бухту Кораблекрушений и найдите кузнеца Брукса|前往沉船海灣≤9-2≥並找到Blacksmith Brooks。||난파선 만으로 모험을 떠나 대장장이 브룩스를 찾으세요|||Adéntrate en la Ensenada del Naufragio y encuentra al Herrero Brooks.|
quest_objective_1050_1|Speak to Blacksmith Brooks|||Поговорите с кузнецом Бруксом|與鐵匠布魯克斯對話||대장장이 브룩스와 대화 완료|||Habla con el Herrero Brooks.|
quest_name_1051|Cursed Wealth|||Проклятое богатство|詛咒財富||저주받은 재물|||Riqueza Maldita|
quest_description_1051|Meet Blacksmith Brooks inside the Skull Cave located somewhere in Shipwreck Cove|||Найдите кузнеца Брукса внутри Черепного грота, расположенного где-то в Бухте Кораблекрушений|在位於沉船灣某處的骷髏洞窟內，與鐵匠布魯克斯會面。||난파선 만 어딘가에 위치한 해골 동굴 내부에서 대장장이 브룩스를 만나세요|||Encuentra al Herrero Brooks dentro de la Cueva del Cráneo, ubicada en algún lugar de la Ensenada del Naufragio.|
quest_objective_1051_1|Find Skull Cave and Brooks|||Найдите Пещеру Черепов и Брукса|找到骷髏洞窟與布魯克斯||해골 동굴 및 브룩스 발견 완료|||Encuentra la Cueva del Cráneo y a Brooks.|
quest_name_1052|Secrets of the Vault|||Секреты хранилища|寶庫祕密||보물고의 비밀|||Secretos de la Cripta|
quest_description_1052|Delve deeper in to the cave. Find the Secret Chamber, obtain the trident piece and bring it to Mariel in the Karros Aegeus.|||Углубитесь в пещеру. Найдите Секретную комнату, добыстите кусок трезубца и принесите его Мариэль в Каррос Эгей.|深入洞窟，找到密室取得三叉戟碎片，並將其帶給卡洛斯·愛琴海號上的Mariel。||동굴 더 깊은 곳으로 들어가세요. 비밀의 방을 찾아 삼지창 조각을 획득한 뒤 카로스 에게우스에 있는 마리엘에게 가져가세요.|||Adéntrate más en la cueva. Encuentra la Cámara Secreta, obtén el fragmento del Tridente y llévaselo a Mariel en el Karros Aegeus.|
quest_objective_1052_1|Trident Piece found|||Найденная часть трезубца|已找到三叉戟碎片||삼지창 조각 획득 완료|||Fragmento del Tridente encontrado|
quest_name_1053|Reef of Torment|||Риф Мучений|折磨之礁||고통의 암초|||Arrecife del Tormento|
quest_description_1053|Meet Lennorth in the Tormented Reef|||Встретьтесь с Леннортом в Мучимом Рифе|在折磨之礁找到Lennorth。||고통받는 암초에서 레노스를 만나세요|||Encuentra a Lennorth en el Arrecife Atormentado.|
quest_objective_1053_1|Carpenter Lennorth found|||Плотник Леннорт нашёл|找到Carpenter Lennorth||목수 레노스 발견 완료|||Carpintero Lennorth encontrado|
quest_name_1054|Within the Beast|||Внутри зверя|巨獸之腹||야수의 내부|||Dentro de la Bestia|
quest_description_1054|Enter the Belly of the Beast within Tormented Reef, retrieve the Trident piece and bring it to Mariel in the Karros Aegeus.|||Войдите в чрево зверя в Мучимом рифе, добудьте часть Трезубца и принесите ее Мариэль в Каррос Эгей.|進入折磨之礁≤9-3≥內的巨獸之腹，取回三叉戟碎片並帶給卡洛斯·愛琴海號上的Mariel。||고통받는 암초 내부에 있는 야수의 배로 들어가 삼지창 조각을 회수하고 카로스 에게우스에 있는 마리엘에게 가져가세요.|||Entra en las Entrañas de la Bestia, dentro del Arrecife Atormentado, recupera el fragmento del Tridente y llévaselo a Mariel en el Karros Aegeus.|
quest_objective_1054_1|Trident Piece found|||Найден фрагмент трезубца|已找到三叉戟碎片||삼지창 조각 획득 완료|||Fragmento del Tridente encontrado|
quest_name_1055|Master of Arms|||Мастер оружия|武器大師||무기의 마스터|||Maestro de Armas|
quest_description_1055|Find Arms Master Sebastian in the Karros Aegeus.|||Найдите мастера оружия Себастьяна в Каррос Эгеус.|在卡洛斯·愛琴海號上找到Arms Master Sebastian。||카로스 에게우스에서 무기 마스터 세바스찬을 찾으세요.|||Encuentra al Maestro de Armas Sebastian en el Karros Aegeus.|
