[Item Stats]|en|fi|pt|ru|zh|ja|ko|de|fr|sp|pl
buff_increased_damage_burning|Damage to Burning targets Increased by|Palavien kohteiden vauriot lisääntyneet|Dano Contra Alvos Queimando Aumentado|Урон по горящим целям повышен|對燃燒目標的傷害提高|燃焼ターゲットへのダメージが増加|화상입은 대상에게 주는 데미지 증가|Schaden an brennenden Zielen erhöht um|Dégâts aux cibles en feu augmentés de|Daño a enemigos quemados aumentado un|Obrażenia do palących się celów zwiększone o
buff_increased_damage_bleeding|Damage to Bleeding targets Increased by|Verenvuotokohteiden vauriot lisääntyneet|Dano Contra Alvos Sangrando Aumentado|Урон по кровоточащим целям повышен|對流血目標的傷害提高|出血ターゲットへのダメージが増加|출혈 대상에게 주는 데미지 증가|Schaden an blutenden Zielen erhöht um|Dégâts aux cibles saignantes augmentés de|Daño a enemigos con sangrado aumentado un|Obrażenia do krwawiących celów zwiększone o
buff_increased_damage_poisoned|Damage to Poisoned targets Increased by|Myrkytettyjen kohteiden vauriot lisääntyneet|Dano Contra Alvos Envenenados Aumentado|Урон по отравленным целям повышен|對中毒目標的傷害提高|毒ターゲットへのダメージが増加|중독된 대상에게 주는 데미지 증가|Schaden an vergifteten Zielen erhöht um|Dégâts aux cibles empoisonnées augmentés de|Daño a enemigos envenenados aumentado un|Obrażenia do zatrutych celów zwiększone o
buff_all_damage|All damage dealt Increased by|Kaikki vahingot lisääntyivät|Todo Dano Causado Aumentado|Весь наносимый урон повышен|造成的所有傷害提高|与えるすべてのダメージが増加|입힌 모든 데미지 증가|Gesamter Schaden erhöht um|Tous les dégâts infligés augmentés de|Todo el daño infligido aumentado un|Wszystkie zadane obrażenia zwiększone o
buff_meteor_storm|Meteor Storm Level|Meteorimyrskyn taso|Nível da Tempestade de Meteoros|Уровень метеоритного шторма|流星雨等级|メテオ ストーム レベル|유성 폭풍 레벨|Meteorsturm-Level|Niveau de la tempête de météores|Nivel de Tormenta de Meteoros|Poziom Meteor Storm
buff_loot_slots|Loot Amount increased by|Saalismäärä kasvoi|Quantidade de Saque Aumentada|Количество добычи повышено|戰利品數量增加|戦利品量が増加|전리품 양 증가|Beutemenge erhöht um|Quantité de butin augmentée de|Cantidad de Botín aumentada un|Ilość łupu zwiększona o
buff_gold_drops|Gold from monster kills increased by|Monsteritapojen kulta lisääntyi|Ouro de Mortes de Monstros Aumentado|Золото с убийств монстров повышено|擊殺怪物獲得的金錢增加|モンスターを倒して得られるゴールドが増加|몬스터 처치 시 얻는 골드 증가|Gold aus Monstertötungen erhöht um|L'or des monstres tués augmenté de|Oro obtenido de monstruos aumentado un|Złoto z zabitych potworów zwiększone o
buff_heroic_chance|Heroic Item drop chances increased by|Heroic Item -pudotusmahdollisuudet kasvoivat|Chance de Queda de Itens Heroicos Aumentada|Шанс выпадения героических предметов повышен|英雄物品掉落機率增加|ヒロイック アイテムのドロップ率が増加|영웅 아이템 드롭 확률 증가|Heroische Gegenstandsdrop-Chancen erhöht um|Chances d'obtention d'objets héroïques augmentées de|Probabilidad de obtener Objetos Heroicos aumentada un|Szanse na drop Heroicznych przedmiotów zwiększone o
buff_angelic_chance|Angelic Item drop chances increased by|Angelic Item -pudotusmahdollisuudet kasvoivat|Chance de Queda de Itens Angélicos Aumentada|Шанс выпадения ангельских предметов повышен|天使物品掉落機率增加|エンジェリック アイテムのドロップ率が増加|천사 아이템 드롭 확률 증가|Engelhafte Gegenstandsdrop-Chancen erhöht um|Chances d'obtention d'objets angéliques augmentées de|Probabilidad de obtener Objetos Angelicales aumentada un|Szanse na drop Anielskich przedmiotów zwiększone o
buff_ancient_relic|Ancient monsters have a chance to drop a Relic when killed|Muinaisilla hirviöillä on mahdollisuus pudottaa jäänne tapettuaan|Monstros Antigos têm chance de dropar uma Relíquia ao morrer|Древние монстры имеют шанс выронить реликвию при смерти|擊殺遠古怪物時有機率掉落遺物|古代モンスターを倒すとレリックをドロップする確率が増加|고대 몬스터 처치 시 유물 드롭 확률 증가|Uralte Monster haben die Chance, bei ihrer Tötung ein Relikt fallen zu lassen|Les monstres anciens ont une chance de laisser tomber une relique lorsqu'ils sont tués|Los monstruos Ancestrales pueden soltar una Reliquia al morir|Starożytne potwory mają szansę na drop reliktu po zabiciu
buff_ancient_goblin|Ancient monsters have a chance to summon a Treasure Goblin when killed|Muinaisilla hirviöillä on mahdollisuus kutsua Treasure Goblin kuollessaan|Monstros Antigos têm chance de invocar um Goblin do Tesouro ao morrer|Древние монстры имеют шанс призвать гоблина-сокровищницу при смерти|擊殺遠古怪物時有機率召喚寶藏哥布林|古代モンスターを倒すとトレジャー ゴブリンを召喚する確率が増加|고대 몬스터 처치 시 보물 고블린 소환 확률 증가|Uralte Monster haben die Chance, bei ihrer Tötung einen Schatzgoblin zu beschwören|Les monstres anciens ont une chance d'invoquer un gobelin au trésor lorsqu'ils sont tués|Los monstruos Ancestrales pueden invocar un Goblin del Tesoro al morir|Starożytne potwory mają szansę na przywołanie Skarbowego Goblina po zabiciu
buff_recovery|All Recovery increased by|Kaikki palautus lisääntyi|Toda Recuperação Aumentada|Все восстановления повышены|所有回復提高|すべての回復が増加|모든 회복 증가|Alle Erholungen erhöht um|Toutes les récupérations augmentées de|Toda la Recuperación aumentada un|Wszystkie odzyskanie zwiększone o
buff_enemy_miniboss|Monsters have a chance to re-spawn as a Legion|Hirviöillä on mahdollisuus syntyä uudelleen legioonana|Monstros têm chance de renascer como Legião|Монстры имеют шанс возродиться в виде легиона|怪物有機率以軍團的階級重新生成|モンスターがレギオンとして再出現する確率が増加|몬스터 군단으로 다시 소환될 확률 증가|Monster haben die Chance, als Legion wiederzuerstehen|Les monstres ont une chance de réapparaître en tant que Légion|Los monstruos tienen una probabilidad de reaparecer como una Legión|Potwory mają szansę na odrodzenie się jako Legion
buff_ancient_pack|Chance to spawn Ancient packs|Mahdollisuus synnyttää muinaisia ​​laumoja|Chance de Surgir Grupos de Monstros Antigos|Шанс появления групп древних монстров|有機率生成古代怪物群|古代パックを出現する確率|고대 무리 소환 확률 증가|Chance, uralte Rudel zu beschwören|Chances de faire apparaître des meutes anciennes|Probabilidad de que aparezcan grupos de Ancestrales|Szansa na spawn paczek Starożytnych
buff_angels_embrace|Angel’s Embrace|Enkelin syleily|Abraço do Anjo|Объятия ангела|天使之擁|エンジェルズ エンブレイス|천사의 포옹|Engelsumarmung|Étreinte de l'ange|Abrazo del Ángel|Anielskie Objęcia
buff_key_chance|All Key drop chances increased by|Kaikki Key-pudotusmahdollisuudet kasvoivat|Chance de Queda de Todas as Chaves Aumentada|Шанс выпадения всех ключей повышен|所有鑰匙掉落機率提高|すべてのキーのドロップ率が増加|모든 열쇠 드롭 확률 증가|Alle Schlüsseldrop-Chancen erhöht um|Toutes les chances de faire apparaître des clés augmentées de|Probabilidad de obtener Llaves aumentada un|Wszystkie szanse na drop kluczy zwiększone o
buff_all_attributes|All Attributes increased by|Kaikki attribuutit kasvoivat|Todos os Atributos Aumentados|Все характеристики повышены|所有屬性增加|すべての属性が増加|모든 능력치 증가|Alle Attribute erhöht um|Tous les attributs augmentés de|Todos los Atributos aumentados en|Wszystkie atrybuty zwiększone o
buff_summon_attack_speed|Summon Attack Speed increased by|Summon Attack Speed ​​kasvoi|Velocidade de Ataque dos Invocados Aumentada|Скорость атаки призванных повышена|召喚物攻擊速度提高|召喚攻撃速度が増加|소환 공격 속도 증가|Beschwörungsangriffsgeschwindigkeit erhöht um|Vitesse d'attaque d'invocation augmentée de|Velocidad de Ataque de Invocaciones aumentada un|Szybkość ataku przywołań zwiększona o
buff_disabled|Skill Disabled|Taito vammainen|Habilidade Desativada|Навык отключён|技能停用|スキル無効|스킬 비활성화|Fertigkeit deaktiviert|Compétence désactivée|Habilidad Desactivada|Umiejętność wyłączona
buff_rune_chance|Rune Drop Chances Increased by|Rune Drop mahdollisuudet lisääntyneet |Chance de Queda de Runas Aumentada|Шанс выпадения рун повышен|符文掉落機率提高|ルーン ドロップ率が増加|룬 드롭 확률 증가|Runendrop-Chancen erhöht um|Chances de faire apparaître des runes augmentées de|Probabilidad de obtener Runas aumentada un|Szanse na drop run zwiększone o
buff_jump_power|Jumping Power Increased by|Hyppyvoima lisääntynyt|Poder de Salto Aumentado|Сила прыжка повышена|跳躍力增加|ジャンプ力が増加し|점프 파워 증가|Sprungkraft erhöht um|Puissance de saut augmentée de|Poder de Salto aumentado en|Moc skoku zwiększona o
buff_card_collector|Monsters have a chance to drop a Tarot Deck when killed.|Mahdollisuus hirviölaumoille syntyä peikkolaumoina|Monstros têm chance de dropar um Baralho de Tarô ao morrer|Монстры имеют шанс выронить колоду Таро при смерти|擊殺怪物時有機率掉落一副塔羅牌|モンスター パックがゴブリンとして出現する確率パック|몬스터 무리가 고블린무리로 소환될 확률 증가|Chance, dass Monsterrudeln als Goblinrudeln erscheinen|Chances pour les meutes de monstres d'apparaître en tant que meutes de gobelins|Probabilidad de que los grupos de monstruos aparezcan como hordas de goblins|Potwory mają szansę na drop talii tarota po zabiciu.
buff_relic_feast|Chance to drop a relic on monster kill|Mahdollisuus pudottaa jäänne hirviön tappamiseen|Chance de dropar uma relíquia ao matar monstro|Шанс выронить реликвию при убийстве монстра|擊殺怪物時有機率掉落遺物|モンスターを倒すと遺物を落とすチャンス|몬스터 처치 시 유물을 떨어뜨릴 확률|Chance, eine Reliquie fallen zu lassen auf Monstertötung|Chances de faire apparaître une relique sur un monstre tuer|Probabilidad de obtener una reliquia al matar monstruos|Szansa na drop reliktu przy zabiciu potwora
buff_spelunker|Chance to spawn an ore node on ancient monster kill|Mahdollisuus synnyttää malmisolmu muinaisen hirviön tappamiseen |Chance de criar um nó de minério ao matar monstro antigo|Шанс создать узел руды при убийстве древнего монстра|擊殺古代怪物時有機率生成礦脈節點|古代のモンスターを倒すと鉱石ノードが出現するチャンス |고대 몬스터 처치 시 광석 노드를 생성할 확률|Chance, bei der Tötung eines antiken Monsters einen Erzknoten zu spawnen|Possibilité de faire apparaître un nœud de minerai en tuant un ancien monstre |Probabilidad de que aparezca una veta de mineral al matar un monstruo Ancestral|Szansa na spawn węzła rudy przy zabiciu starożytnego potwora
buff_incarnation|Increased experience gain.||Ganho de experiência aumentado|Получение опыта повышено|經驗值獲得提高|経験値獲得量の増加。 |경험치 획득량 증가. |Erhöhter Erfahrungszuwachs.|Gain d'expérience accru. |Mayor ganancia de experiencia. |Zwiększone zdobywanie doświadczenia.
buff_rift|Increased chance of dropping unstable dust from monster kills|Lisääntynyt mahdollisuus pudottaa epävakaata pölyä hirviöiden tappamisesta|Chance aumentada de dropar poeira instável de mortes de monstros|Шанс выпадения нестабильной пыли с убийств монстров|擊殺怪物時有機率掉落不穩定粉塵|モンスターを倒すと不安定なダストがドロップする確率が上昇|몬스터 처치시 불안정한 먼지 드랍될 확률 증가|Erhöhte Chance, instabilen Staub durch Monstertötungen fallen zu lassen|Chance accrue de laisser tomber de la poussière instable en tuant des monstres|Aumenta la probabilidad de obtener polvo inestable al matar monstruos|Zwiększona szansa na drop niestabilnego pyłu z zabitych potworów
